comment,label,label_id
من همیشه از سیب خرید میکردم، اولین بار بود از این شعبه خرید میکردم، کیفیت گوشت بسیار نامناسب بود. دیگه خرید نمیکنم.,SAD,1.0
عالیییییی فوق العاده بینظیر,HAPPY,0.0
سریع و عالی ارسال شد. ممنون.,HAPPY,0.0
همه چیز عالی بود متشکرم سال نو پرسنل باروژ و زودفود مبارک,HAPPY,0.0
مقدار فیله داخل پاستا نسبت به کل غذا خیلی کم بود و باتوجه به کم بودن فاصله رستوران غذا سرد بود,HAPPY,0.0
کیفیت خوب و حجم غذا مناسب بود و امیدوارم با همین حجم و کیفیت باقی بمونه با تشکر از زحمات شما,HAPPY,0.0
واقعا نامیا کارش عالیه، کیفیت و حجم موادش عالی بود، پخت مواد هم خیلی خوب بود، البته به نظرم قارچ توی ساندویج کم بود و برای بلر دیگه حتما درخواست قارچ بیستر میکنم در هنگام سفارش,HAPPY,0.0
غذا با تاخیر بسیار زیاد رسید. نصف نون یکی از پیتزاها تقریبا سوخته بود.,SAD,1.0
پنیر خورد شده و له شده برای من ارسال کرده بودند و اصلا به درد نمیخورد، دیگه هرگز از این سوپر مارکت خرید نمی‌کنم.,SAD,1.0
پیتزا پنجره‌ای خیلی به صرفه هست و کیفیت هم که مثل همیشه عالی، فقط اگه یه راهکاری بزارین که کاهو‌ها بخاطر گرما پیتزا آب نندازه خیلی بهتر میشه پیتزا میرسه به دست مشتری تقریبا کاهو‌ها نرم شده خیلی همه چی عالی مرسی از ثبات کیفیتتون,HAPPY,0.0
به جای جعبه داخل ظرف یکبار مصرف شیرینی رو آوردن!,SAD,1.0
یک تیکه کم فرستاده بودن و با تماس من در کمترین زمان برام ارسال شد واقعا از مدیریت و پرسنل رستوران متشکرم,HAPPY,0.0
ما اکثر مواقع پیتزا سیب رو انتخاب میکنیم واقعا عالیه,HAPPY,0.0
غذا رو تقریبا دست نخورده ریختیم دور سیب زمینی کاملا بیات و مانده بود متاسفانه سس سیر هم که یا فراموش میشود و یا نسبت به تعداد غذاها کمتر فرستاده میشود مرغ‌ها هم ظاهرا چند ساعت پیش سرخ شده بودند و تازه نبودند در کل نسبت به همیشه کیفیت غذا خیلی افت کرده بود,SAD,1.0
جوجه زعفرانی شدید بد بو هست، معمولا بو کباب ادمو مست می‌کنه، با بوی این فقط حالم بد میشه، نون پنیر می‌ارزید به این غذا، این سری واقعا ناراضی از ریحون هستم. سری‌های قبل بهتر بود,SAD,1.0
عالی بود همه چیز ممنونم پیک هم خیلی مرتب و به موقع آورد.,HAPPY,0.0
مثل همیشه سریع و به موقع,HAPPY,0.0
بیست عدد بود ولی توصیه کرده بودم برام تازه بزارن و بیارن به حرفم توجه کردن ممنونم,HAPPY,0.0
تا حالا هرچی سفارش دادم بهتون راضی بودم ممنونم همین فرمون رو برین جلو … به امید حفظ کیفیت فقط دو سه مدل خورشت هم‌اضافه‌کنید به منوتون عالی میشه,HAPPY,0.0
بسیار سریع آماده شد، از پیک هم تشکر میکنم,HAPPY,0.0
گرم وخوشمزه بود دست گلتون درد نکنه مرغ هم تازه بود.,HAPPY,0.0
الکی صنعتی سفارش دادم متانول اوردن که خاصیت ضد عفونی کنندگی کمی داره و مصارفش متفاوته توضیح: الکل صنعتی اتانوله که کمی بهش مواد دیگه از جمله متانول اضافه میشه چون متانول عملا برام غیر قابل استفاده بود میشه لطفا هزینه‌ای رو که دور ریختم بهم برگردونید؟,SAD,1.0
برش پیتزا امریکایی مثلثی و با سلیقه باشد,HAPPY,0.0
بعد از مدتها یه زرشک پلو با مرغ خوشمزه خوردیم نسبت به قبل خیلی خوب شده زرشک پلوتون عالی,HAPPY,0.0
پیتزای خوبیه فقط خیلی سرد رسید,HAPPY,0.0
کوکلوچه انجیر داخلش انجیر چرخ شده بود که مشخص بود انجیر با کیفیتی نیست و مزه خوبی نمیداد,HAPPY,0.0
غذا فوق العاده خوب و خوش مزه بود فقط خیلی خیلی دیر اومد حدود ۵۰ دقیقه طول کشید,HAPPY,0.0
خیلی طول کشید نان سرد و تازه هم نبود واقعا پشیمونم ازین اعتماد و امتحان,SAD,1.0
بدنه اسپری نرم کننده به شدت کثیف بود حتی زحمت نکشیدن تمیز کنن جنس ته انبارو میفرستید خوبه حداقل تمیزش کنید,SAD,1.0
از نظر تاریخ مصرف و تعداد نگران بودم که خداروشکر مشکلی نبود و سروقت رسید,HAPPY,0.0
سس داخل ساندویچ بسیار زیاد بود و چرب,SAD,1.0
من کیک ناپلئونی بادامی سفارش دادم پس بادومش کجاست؟؟؟ دریغ از یک بادام!!!!!!!!!,SAD,1.0
بنده زرشک پلو پ-ن-ار با مرغ (سینه) سفارش دادم ولی زرشک پلوی ساده با ران به دستم رسید و این یعنی دوتا مغایرت!,SAD,1.0
خوب بود و گرم و زود رسید.,HAPPY,0.0
مبلغ ۲۰۰۰ تومن برای بسته بندی دریافت شده بعد ساندویچ داخل فویل بسته شده!! واقعا یه تیکه فویل ۲۰۰۰ تومن هزینه داره؟؟؟!!!,SAD,1.0
نسبت به قبلا کیفت و حجم بسیار افت کرده,SAD,1.0
متاسفانه گوشه کیک خراب شده بود,HAPPY,0.0
من قبلا هم از این رستوران غذا گرفته بودم و راضی بودم ولی اینبار هم دیر رسید، هم غذا یخ کرده بود پیک بی اجازه اومده بود دم در خونه و به دروغ میگه خودتون در و باز کردید,SAD,1.0
نونش خیس بود قارچ و فلفل دلمه هاشم نپخته بود ولی مواد اولیه ش تازه بود,SAD,1.0
توت فرنگی بسیار با کیفیت و خوشمزه بود. کیوی درست و بسیار خوش طعم. بسته بندی بهداشتی و خوب بود. کلا عالی,HAPPY,0.0
غدا زودتر از حد انتظار بدستمان رسید لطفا زمان واقعی را اعلام کنید تا بتوانیم بهتر برنامه ریزی کنیم کیفیت غذا خوب بود اما پرس سیبزمینی کوچک بود,HAPPY,0.0
خیلی عالی و خوشمزه بود. خیلی سریع و داغ داغ به دستم رسید. ممنون از رستوران وان و اسنپ فود,HAPPY,0.0
خیلی خیلی سرد بود و سیب زمینی با قارچ کیفیت همیشگی رو نداشت.,SAD,1.0
ماسوله همیشه غذاهای عالی با کیفیت و طعم خود شمال رو طبخ میکرد اما اینبار متاسفانه باقالا قاتوق بی مزه بود احتمالا سیر نزدن و جوجه ترش هم شبیه گوشت مرغ نبود امیدوارم به کیفیت قبل برگردن,SAD,1.0
عالی بودهم غذاش خیلی خوشمزه بود هم سالاد‌های کنارش.. پیک هم زود اومد,HAPPY,0.0
اولین بار بود سفارش دادم. برنج خوب بود ولی قرمه سبزی مزه اب میداد,SAD,1.0
بجای پنیر ورقه‌ای لازانیا پروسس پنیر گودا ورقه‌ای ارسال کردند,HAPPY,0.0
خوش مزه و گرم، دستشون درد نکنه، به توضیحات مشتری عمل میکنن قشنگ، ما که خیلی راضی هستیم,HAPPY,0.0
طعم و مواد پیتزا و نان سیر عالی بود فقط کمی چربی هردو زیاد بود ممنون ازتون,HAPPY,0.0
من جوجه سفارش دادم شما کباب فرستادید که: /,SAD,1.0
شیرینی دنیش شکلات تازه نبود.,HAPPY,0.0
پیتزا گوشت و قارچ سفارش داده بودم چیزه دیگه‌ای ارسال شد,SAD,1.0
بی نظیر بود واقعا مرسی,HAPPY,0.0
بسیار عالی، لطفا همین کیفیت و حفظ کنید,HAPPY,0.0
غذا خیلی زود رسید، هردو گرم بود و خوشمزه,HAPPY,0.0
از ساندویچ سرد انتظار بیشتری نمیشه داشت ولی بازم قیمت برای نون و کالباس پنیر الکی زیاد بود. همچنین ۱ ساعت زمان خیلی خیلی زیادی برای سانویچ سرد هست که هیچ پختی هم نداره و فاصله رستوران هم پیاده ۱۰ دقیقه هستش,SAD,1.0
مرغ به شدت بد طعم بود اینبار انگار فقط روش پخته بود بوی بد مرغ خام کاملا جریان داشت توی غذا,SAD,1.0
خیلی بدمزه بود، گوشتش کلا چربی بود، جای قرمه سبزی، قرمه چمن اوردن.,SAD,1.0
مثل همیشه بسیار خوشمزه و با کیفیت و تمیز با قیمت مناسب. چلو گوشت برای بار اول بود سفارش دادم. بسیار لذیذ و خوشمزه بود. ممنونم. این بار بجای سوپ، ماست موسیر لطف کرده بودید. ممنونم. ولی اگر مقدور هست لطفا همراه غذای من همیشه سوپ بفرستید. من سوپ‌های خوشمزه‌ی شما رو خیلی دوست دارم و دلم میخواد همیشه نهارم رو با سوپ شما شروع کنم. باز هم از زحمات شما بسیار سپاسگزارم. مثل همیشه از هر نظر عالی بود. خسته نباشید.,HAPPY,0.0
پیتزا پنجره‌ای دوست دارم با سس تند,HAPPY,0.0
کیفیت بی نظیر همیشگی:),HAPPY,0.0
به شدت شور بود و گوشت برگرها پر از غضروف بود. از باگت انتظار بیشتری میره در کیفیت گوشت,SAD,1.0
برگر بوی بدی داشت و معلوم بود که مرغش مونده‌ست,SAD,1.0
بعد از یک ساعت و ربع غذا رسید، سالاد خوب بود، هم حجم و هم کیفیت، جوجه اناری کاملا نپخته بود، بعد از اعلام به رستوران هم فقط معذرت خواهی کردن و هیچ جبرانی انجام نشد,SAD,1.0
عالی بود طعم و مزه خیلی خوبی داشت.,HAPPY,0.0
سلام دستتون دردنکنه طبق سفارش و نسبتا زود رسید خوب بود تشکر,HAPPY,0.0
من دو تا سوهان بستنی سفارش دادم ولی بستنی میوه‌ای دومینو ارسال کردین که در یکیش هم باز بود,HAPPY,0.0
عالیییییی بود فقط چرا کرایه ۲هزارتومان شده,HAPPY,0.0
برخلاف دفعه قبل نان سبوس نداشت دور همبرگر سوخته بود ۴۸ دقیقه زمان تحویل غذا بود که ۳ دقیقه دیرتر از این هم رسید ولی در اسنپ فود تحویل غذا ثبت شده بود در صورتی که غذا هنوز نرسیده بود. حیف کیفیت مطلوب و به یادماندنی دفعه گذشته,SAD,1.0
شیرینی دانمارکی و پای آناناس اصلا تازه نبود، انگار شیرینی چند روز پیش بود. شیرینی‌تر باکیفیت نیست,SAD,1.0
شیر و ماست با تاریخ تولید روز نفرستادند. فقط دو روز تا انقضا شیر باقی است!,SAD,1.0
یه رستوران کار درست و عالی,HAPPY,0.0
انتظار ساندویجی با این بی کیفیتی رو نداشتم کلا فکر کنم میشد تیکه‌های کوچیک فیله رو شمارش کرد اخرین باری شد که از باگت سفارش دادم فلفل دلمه‌ای به صورت نواری برش خورده بود,SAD,1.0
نون نون خامه‌ای خیلی سفت بود,SAD,1.0
بدترین برگری بود که خوردم گوت اصلا خالص نبود بیش از حد بد بو و بدمزه,SAD,1.0
سوخاری‌های پرپروک که همیشه عالیه. هات داگش هم معمولی بود و قیمتش نسبت به اندازه و کیفیت هات داگ واقعا گرون بود,HAPPY,0.0
بندریش سوخته بود کامل و اصلا خوب نبود کوکتل خوب بود,SAD,1.0
مرغ بی کیفیت بود. یکی از مرغ‌ها نپخته بود و دیگری بوی ماندگی میداد. نسبت به قبل از تعطیلات بسیار کیفیت افت کرده است,HAPPY,0.0
سیب زمینی بسیااااار چرب بود، کباب ترکی هم قابل قبول نبود، داخلش هم گوشت نبود یه چیزی شبیه گوشت بود مثل سنگدون یا … که طعمش تو دهان می‌اومد، شاید به دلیل گرونی گوشت جایگزین کردید ولی هر چی بود طعم خوبی نداشت و متاسفانه راضی نیستم اصلا,SAD,1.0
هات داگ سوخته بود,SAD,1.0
شیرینی باکیفیت بود بسته بندی و زمان ارسالش هم عالی بود,HAPPY,0.0
باسلام وتشکر. اگر قیمتها ارزانتروروغن وشکرکمترمصرف شوداستقبال بیشترخواهدبود. پشتیبانی اسنب فود بسیارعالی بود. ممنون … … … …,HAPPY,0.0
کیفیت غذا خیلی خوب بود ولی خیلی دیر رسید,SAD,1.0
واقعا کیفیت قبل رو نداره. مدتیه نداره سوخاری خمیر که روغن زیادی بهش ماسیده بود,SAD,1.0
با سلام کیفیت غذا خوب بود. لطفا کنار غذا نان و پیاز هم بفرستید. با تشکر از خدمات پارسی و اسنپ فود,HAPPY,0.0
یه بخشی از سفارش رو نفرستادن در صورتیکه تو فاکتور بود و هزینه‌اش رو هم گرفتن,SAD,1.0
بسیار عالی و به موقع! محصولات هم بدون نقص به دستم رسید …,HAPPY,0.0
ساندویج ارسالی با سفارش من مطابقت نداشت تنها شباهتش وجود مرغ در ساندویج بود. با رستوران که تماس گرفتم گفتن درست هستش اما من قبلا این غذارو میل کرده بودم در شعبه دیگری و کاملا فرق داشت. مورد دیگه اینکه کیفیت نان به شدت بد بود به حدی که وقتی خورده میشد تیکه‌های نان به دلیل بیات بودن تیکه تیکه و از کنار ساندویج جدا میشد. در کل بدترین سرویسی که یک رستوران میشد بدن رو دادن.,SAD,1.0
ابگوشت کاملا معمولی همراه غذا سالاد شیرازی بود که یخ زده بود و غیر قابل استفاده معلوم بود که از چند روز قبل درست شده و فریز شده یه ترشی بود که اصلا خوشمزه نبود فقط ترش بود,SAD,1.0
کیفیت مناسب قیمت خوب ارسال سریع,HAPPY,0.0
مثل همیشه با کیفیت اما پنیرش خیلی کم شده و حجم پپرونی ونان هم همینطور وقتی قیمت با مالیات نزدیک ۴۰ تومن درمیاد و حتی نه تزئین داره نه قارچ نه فلفل و ذرت و خودمونم از پپرونی انتظار همین فرمت ساده رو داریم اما از حجم زدن یعنی ….,HAPPY,0.0
بسیار عالی و خوشمزه و دقیق سرتایم بدست من رسید,HAPPY,0.0
شیرینی وانیلی فقط یک مدل بود.,HAPPY,0.0
بسیار بد و مانده بود و سفارش هم اشتباه بود,SAD,1.0
نمیدونم مرغ مال چند روز پیش بود اما بیمزه و له بود.. نصفه ریختمش دورر,SAD,1.0
ممنون از zood food,HAPPY,0.0
خیلی ضعیفه اصلا هیچ طعمی نداره,SAD,1.0
سلام غذا خوب بود داغ بود ولی زرشک خیلی بیش از حد داشت نیاز نبود که داخلش هم زرشک بریزیدو مرغش هم خیلی کم بود …,HAPPY,0.0
کباب برگ خوب بود، کوبیده خیلى معمولى بود و برنج نسبت به کباب سلطانى مخصوص بسیار کم بود و نان کهنه و بسیار سفت بود,HAPPY,0.0
افتضاح سوسیس نپخته سرد …,SAD,1.0
کیفیت غذا خوب بود فقط چاشنى اش کم بود,HAPPY,0.0
چیزبرگر به حدی بوی بد میداد که درسته انداختیم بیرون. هات داگ هم یه خرده قابل تحمل‌تر بود,SAD,1.0
برنج خام و زنده بود,SAD,1.0
غیر از کیک یزدی بقیه کهنه و مونده بود,HAPPY,0.0
هفته پیش دو بار تارت میوه‌ای سفارش دادم زنگ زدن گفتن موجود نیست که به جاش تارت کره‌ای بفرستن من گفتم نه. این هفته تارت میوه‌ای سفارش دادم با پرویی به جاش تارت کره‌ای ارسال کردن و وقتی پشتیبانی بهشون میگه میگن عکسشو بفرست!!!!!!!!!! پشتیبانی اسنپ فود ولی خیلی دقیق و با برنامه عمل می‌کنه. کیک یزدی بوی گلاب میده خیلییییییی ….. برای مشتری احترام قائل نیستن موجودی رو به روز کنن این قنادی به نظرم بهشون سفارش ندین,SAD,1.0
لطفا جنسی که موجود نیست از منوی سفارش حذف شود. که بعدا مجبور به تغییر یا لغو سفارش نشویم,HAPPY,0.0
خیلی دیر تحویل میده,SAD,1.0
به غایت کیفیت نامناسب بود. این رستوران تعریف جدیدی از پیتزا ارائه می‌کند.,SAD,1.0
خیلی خوب بود …مرسی,HAPPY,0.0
قرار بود این سری نوشیدنی سری قبل که یادشون رفته بود رو بفرستن گفتن هم چین قراری نداشتیم,SAD,1.0
خوب بود اما تازه نبود,HAPPY,0.0
واقعا این همه تاخیر منطفی نیست واسه یه مسیر نزدیک,HAPPY,0.0
پیک رستوران بسیار بی ادب بود. ساندویچ به اسم گرم ارسال شده ولی کاملا سردو بی مزه بود. در کل یکی از بدترین تجربیات من تو اسنپ فود بود.,SAD,1.0
ما کلا دو سال میشه از نان روز خرید میکنیم خیلی خیلی راضی هستیم، فقط به نظر بنده وقتی منزل ما کوچه‌ی روبه روی نان روز هست ٣٠٠٠ تومان هزینه برای آوردنش منطقی نیست، با توجه به مسافت بهتره هزینه‌ی آوردن حساب بشه، ممنون,HAPPY,0.0
نصف تخم مرغ‌ها شکسته بود,SAD,1.0
سفارش دیر به دستم رسید، لطفا در چیکن برگر به جای ناگت مرغ از خود مرغ استفاده کنید,HAPPY,0.0
عالی بود و پیک هم به موقع امد,HAPPY,0.0
غذا کملا سرد و ماسیده و بی کیفیت دستم رسید ….,SAD,1.0
سفارش با تاخیر و ناقص و اشتباه ارسال شد.,SAD,1.0
افتضاح بود. معده درد گرفتم و کمی حالت تهوع!!!!,SAD,1.0
خیلی خوب و خوشمزه بود. نونش هم خوشمزه بود و تازه. دستتون درد نکنه. دوباره سفارش میدم,HAPPY,0.0
مثل همیشه عالی بود من عاشق پاستا و پیتزاتونم فقط این بار لازانیا گرفتم یکم کم نمک و بی مزه بود نسبت به بقیه غداهاتون ولی بازم خوب بود مرسی,HAPPY,0.0
با توجه به قیمت و نوع بسته بندی و کیفیت خوب بود,HAPPY,0.0
واقعا ب توضیحات خیلی گوش میدید متاسفم براتون پس گزینه توضیحات وردارید,SAD,1.0
از آدامسی که سفارش دادم ۳ عدد کم بود در اصل احتمالا قبلا باز شده بوده.,SAD,1.0
پیتزا افتثلح و پاستا خیلی کم بود,SAD,1.0
خوبه فقط تخفیفش کمه.,HAPPY,0.0
من از قسمت فودپارتی که تخفیف خیلی خوب داشت استفاده کردم. خاهرم گفتن ممکنه که از کیفیت کم میگذارن که اینقدر تخفیف دادن اما وقتی دوتا پیتزای قارچ و مرغ رسید دستمون حرفش رو پس گرفت. واقعا گرم و خوشمزه و برخورد پیک محترمتون عالیه. بازهم ممنونم از پیتزا تیاکو. خداوند به کسب و کارتون برکت بده.,HAPPY,0.0
اولا غذا اشتباه اومد بعد که تکمیل شد کاملا سرد بود سیب زمینی کاملا مونده واقعا متاسفم,SAD,1.0
خیلى تازه بود ممنون فقط شبیه شکلش نبود من میخواستم قلب قرمز هم روس باشه,HAPPY,0.0
تنوع محصولات فقط تو سوپر مارکت‌های اطراف ما کمه,HAPPY,0.0
تزیین کیک خوب بود اما طعم کیک خیلی خوب نبود زیرا از بستنی زعفرانی استفاده شده بود که با کیک شکلاتی مزه خوبی نداشت و بر خلاف توضیحات مواد داخل کیک، موز در ترکیبات نبود!,SAD,1.0
چرب بودن بیش از حد خورشت و تازه نبودن سالاد,SAD,1.0
به نسبت خوب بود,HAPPY,0.0
شکلات پوست پرتقال خیلی معمولی بود نصف شکلاتا ریخته و فقط پوست پرتقالش مونده! شکری برشی واقعا خیلی بدمزه بود بوی بدی درست شبیه ماهی خام میداد! اصلا نتونستم بخورم و تازه هم نبود …,HAPPY,0.0
خیلی حجم غذا کم بود و غذا با اینکه زود اومد خیلی سرد بود، در کل خوشنزه بود اما مونده میزد,HAPPY,0.0
مرغ داخل پیتزا کمی بو میداد,HAPPY,0.0
عالی از لحاظ طعم و کیفیت، بنطرم گوجه فرنگی چون طعم دار نشده و بصورت خام فقط پخته شده مزه خوبی به پیتزا نداده است. سپاس,HAPPY,0.0
سفارشم ب موقع و درست رسید دستم,HAPPY,0.0
درجه‌ی یخچالتون تنظیم نیست، بستنی هاتون کاملا یخ زده بودند,HAPPY,0.0
دقت کافی رو ندارن، اقلامی که موجود نیست از توی لیست محصولاتشون برنمیدارن، یه کوچه فاصله داریم، یه ساعت طول کشید اوردن، خیلی ضعیف، خیلی بی دقت,HAPPY,0.0
متاسفانه چیدمان بسیار بسیار بسیار ضعیف شیرینی‌ها بصورت نامنظم در داخل جعبه چیده شده بود فقط از ۲ مدل شیرینی دانمارکی در داخل جعبه قرار داده شده بود در صورتیکه در خرید حضوری دانمارکی مدل‌های متنوعی در ویترین چیده شده به امید اصلاحات در خریدهای بعدی با تشکر از مدیریت نان سحر شعبه سعادت اباد,SAD,1.0
بهترین سوخاری که خوردم عااااااالی و تااازه.,HAPPY,0.0
ممنون از ارسال واقعا سریع,HAPPY,0.0
مونده و افتضاح بود,SAD,1.0
عالی بود ممنونم فقط کاش کمتر چرب باشه,HAPPY,0.0
سلام. ما نوشته بودیم ۳ طعم باشه مثل همیشه ولی فقط ۱ طعم بود و خواهرم اصلا این طعم رو دوست نداشت و خیلی ناراحت شدیم،,SAD,1.0
"سالاد کلم نداشت , اما در منو نوشته بود همراه سالاد کلم …",SAD,1.0
این پیتزا عالی بود. برای اولین بار تست میکردم. خیلی دوست داشتم. خیلی خوشمزه بود و تقریبا مناسب برای دو نفر. اسنپ فود هم عالی,HAPPY,0.0
وقتی برگرها را پیک آورد متاسفانه سرد شده بودن و,HAPPY,0.0
واقعا افتضاح بود به تمام معنا خشک و سوخته,SAD,1.0
حجم پیتزا خیلی کم بود و اصلا هزینه‌ای که بابت قارچ و پنیر اضافه دادم کمتر شد برعکس,SAD,1.0
تاخیر همیشگیه واقعا خیلی بده که غذا بعد از بیشتر از یک ساعت برسه اونم سرد دفعه دیگه غذا رو بر میگردونم,SAD,1.0
لاریسا فوق العاده بود فقط کاش یکم بیسکوییت لا ب لاش میریختین عالی میشد در کل بی نظیر بود,HAPPY,0.0
حیف ۴۰ تومن پول یه مرغ خشک شده بد وژه بیشتر شبیه ساقه طلایی بود,SAD,1.0
غذاتون خوب هست اما متاسفانه غذاتون نمک و قاشق و چنگال که سفارش دادیم ارسال نشدو همراه کباب سماغ هم نزاشته بودید لطفا دقت بفرمایید با سپاس,HAPPY,0.0
عااالی ب ده دقیقه نکشید رسید ممنونم,HAPPY,0.0
اینجا من ۵ تومن هزینه پیک دادم ولی تو فاکتورم زده ارسال رایگان جریان چیه؟,HAPPY,0.0
خیلی بی کیفیت و بد مزه,SAD,1.0
خیلی به موقع و داغ رسید، بسته بندی مرتب و تمیز، کیفیت غذا هم عالی بود,HAPPY,0.0
شیر ریخته بود توی کیسه!!!,SAD,1.0
کلن دو تیکه کالباس توش بود تازه هنوز ایدا پلاس بودش متاسفم واسشون,SAD,1.0
حداقل ادم پول میده درست سفارش رو بیارن خوبه یا اگه قاشق چنگالم پولیه بگن پولشو بدیم قاشق نداده سماق نداده واقعا متاسفم,SAD,1.0
مثل همیشه سریع وعالی,HAPPY,0.0
عالی بود. تازه و سالم رسیده بود,HAPPY,0.0
کیفیت غذاها عالی بود بسته بندی هم عالی فقط سس نفرستادن,HAPPY,0.0
اولا که دو بار تاخیر زدم، دوما اصلا فاصله پیک روی نقشه خیلی دورتر از سوپر بود، باید اول میرسید به سوپر سفارش منو میگرفت بعد میومد و برای اینکار به جای اینکه ۳۰ دقیقه زمان بزنید باید حداقل یک ساعت زمان بزنید که انقدر آدم منتظر نشینه.,SAD,1.0
مرغ مونده بود بوی بدی میداد و خشک بود خیلی بد بود بسیار بد بود کاملا تاییید میکنم خیلی بد بود و غذا رو ریختم توی سطل نا مناسب,SAD,1.0
خیلی خوب بود ولی خیلی دیر آماده میشه ۲ تا پیتزا و ۲ تا سیبزمینی ۳۰ دقیقه واسه آماده شدن ۳۰‌دقیقه ارصال که بیشتر هم‌تول کشید خیلی زیاده,HAPPY,0.0
سلام، کباب کاملا سوخته و دارای طعم بسیار بدی بود.,SAD,1.0
شیرینی بدی نبودد. اما برای بار دوم خرید نخواهم کرد,SAD,1.0
خیلی سریع سفارس ارسال شد,HAPPY,0.0
پیتزا اون چبزی نبود که تو عکس بود ولی در کل به نسبت قیمتش خوب بود نونشم خیلی ضخیم بود,HAPPY,0.0
جوجه کباب عملا خام بود!,SAD,1.0
خیلی بد بود اینبار,SAD,1.0
هیچ توجهی به توضیحات نشده بود و ساندویچ پراز کاهو بود درصورتیکه تاکید داشتم کاهو نداشته باشه,SAD,1.0
مرغ سوخاری سوخته بود ومقدار غذا بسیار کم بود,SAD,1.0
سالاد نداشت به رستوران که گفتیم گفتن سالادمون تموم شده …..!!!,SAD,1.0
افتضاح، پرروغن ناسالم …,SAD,1.0
یعنی باریکلا دارید. همه چی عالی. تحویل غذا فوق سریع بود. کیفیت و حجم هم عالی. ممنون از مجموعه قوی و خوبتون,HAPPY,0.0
خیلی تازه و خوشمزه بود وسریع اورد شاید یک ربع هم نشد و ارسال هم بسیار تمیز و سالم بود واقعا ممنونم,HAPPY,0.0
برگرها افتضاح بود. بوی نامطبوعی میداد. پیتزا مرغ و پستو خوب بود.,SAD,1.0
واقعا براتون متاسفم. فیله مرغش کاملا مونده بود. کیفیت پیتزاش پایین بود. با خرید از این جا پولتون رو دور ریختین. قبلا بهتر بودین,SAD,1.0
همبرگر بسیار بد و موهیتو یخ کامل بود,SAD,1.0
سس همراه برگر نفرستادن وجالبه که ۱۰۰۰ تومان بابت ظرف فاکتور میشه که ظرفی نیست یه کاغذ هست!!!,HAPPY,0.0
کوچیک بود و با وجود فاصله نزدیک تا رستوران ۲۰۰۰ تومان هزینه ارسال گرفته شد!,HAPPY,0.0
خوش مزه بود ممنون.,HAPPY,0.0
پیتزاها همه روی هم افتاده بودن و نصف پیتزا رو هم افتاده بود کیفیت غذا خیلی خوب بود,SAD,1.0
نون سرد با فاصله‌ی زمانی یک ساعت تحویل داده شد!!! علی رغم اینکه کلا مسافت بین من و نونوایی کمتر از ۱۵ دقیقه پیاده‌رویه!!,SAD,1.0
عالی عالی عالی، امیدوارم همیشه کیفیت در این حد بمونه,HAPPY,0.0
خیلییی زود اومد گرم بود و خود پیتزا عالی بود اما توروخدا سوسیس پنیر رو عوض کنین کیفیتش افتضاح بود همه رو کندیم انداختیم دور با اینکه خودم عاشق سوسیس پنیرم نتونستم بخورم,HAPPY,0.0
غذا سرد و طعم غذا خوب نبود ضمن اینکه قسمتی از گوشت جوجه سیاه بود.,SAD,1.0
کیفیت غذا خوب بود بسته بندی هم خوب بود فقط غذا دیر رسید و همراه غذا سرویس نبود نه نون بود نه پیاز نه لیمو,HAPPY,0.0
جنسی که تموم شده باید سریع از لیست حذف بشه,SAD,1.0
دوتا از بستنی‌ها کاملا آب شده تحویل بنده شد..,HAPPY,0.0
سلام خودتون دیگه میدونید غذاتون کیفیت‌مورد نظر نداره یه واقعیتی هست که قطعا‌خودتون میدونید …یک درجه با بد اختلافشه میگین برنج ایرانی که یا هندی بود یا تایلندی‌یا برنج درجه ۳ ۴ ۵ کاه بود قشنگ مرغ‌اصلا مزه دار نشده بود انگار شما مرغ خورد‌ کنی سیخ بزنی همونطوری کباب‌کنی بدون ادویه هیچی گوجه کیفیت پایین مونده اصلا جالب‌نبود ربطی هم به نظر شخصی نداره واقعا‌خوب‌نبود بازم‌ممنون,SAD,1.0
مشخص بود پیتزا‌ها مدت زمان طولانی از قبل اماده شده بود. بطوری که جعبه پیتزا نم کشیده بود. پنیر پیتزا هم اصلا کش نمی‌امد. این اخرین سفارش من از باروژ خواهد بود.,SAD,1.0
واقعا عالی بود تشکر ویژه از نان کرمی نونتون حرف نداره کاملا برش خورده و خنک شده ممنون از صف راحت شدیم,HAPPY,0.0
متاسفانه بر خلاف سفارش دفعه قبل که بسیار لذیذ، تمیز و کم نمک بود، این باربه حدی سیرابی شور بود که متاسفانه قابل خوردن نبود، مگر ممکن است تا به این حد بی دقتی!!!!!! آیا همیشه وقتی غذایتان در فودپارتی قرار می‌گیرد با مشتری اینطور برخورد می‌کنید و مبلغ کسر شده بابت فودپارتی را با هزینه بسته بندی جبران میکنید!!! باز هزینه مشکلی ندار اگر کیفیت غذا بالا باشد، این اشتباه در ریختن این میزان نمک غیرقابل قبول و گذشت است!!!!!,SAD,1.0
دفعه قبل که سفارش دادم خیلی خوب بود ولی ایندفعه خیلی شور بود.,SAD,1.0
همه چیز عالی پیتزا به خصوص برخورد پیکتون عالی بود ممنون دمتون گرم,HAPPY,0.0
